Date,Open,High,Low,Close,Adj Close,Volume
2016-02-29,38.400002,38.529999,37.779999,37.810001,30.900208,1929600
2016-03-01,38.209999,39.520000,38.160000,39.520000,32.297691,2113900
2016-03-02,39.560001,39.840000,39.169998,39.470001,32.256832,1969900
2016-03-03,39.090000,39.209999,38.529999,39.099998,32.265087,2093900
2016-03-04,39.270000,39.570000,38.869999,39.349998,32.471382,1633600
2016-03-07,38.970001,39.520000,38.730000,39.509998,32.603420,1907100
2016-03-08,38.820000,39.340000,37.880001,38.180000,31.505905,1614600
2016-03-09,38.580002,38.779999,37.779999,38.320000,31.621437,1529900
2016-03-10,38.930000,39.029999,37.689999,38.459999,31.736963,1164500
2016-03-11,39.400002,40.400002,38.869999,40.360001,33.304825,1616200
2016-03-14,40.060001,40.150002,39.439999,39.799999,32.842716,1183100
2016-03-15,39.320000,39.490002,38.810001,39.349998,32.471382,1184300
2016-03-16,39.279999,40.090000,39.169998,39.910000,32.933498,1622800
2016-03-17,39.900002,40.950001,39.610001,40.660000,33.552391,1592100
2016-03-18,40.849998,41.680000,40.840000,41.430000,34.187786,2709300
2016-03-21,41.320000,41.619999,40.779999,41.220001,34.014500,1390500
2016-03-22,40.549999,40.919998,40.419998,40.680000,33.568901,1642900
2016-03-23,40.630001,40.630001,39.560001,39.759998,32.809715,1769100
2016-03-24,39.270000,39.270000,38.360001,38.900002,32.100048,2340500
2016-03-28,39.049999,39.490002,38.840000,39.299999,32.430130,1147400
2016-03-29,38.950001,39.490002,38.509998,39.400002,32.512646,1525700
2016-03-30,39.810001,40.480000,39.590000,39.770000,32.817966,1112100
2016-03-31,39.660000,39.919998,39.209999,39.450001,32.553909,1578600
2016-04-01,39.200001,39.930000,38.910000,39.880001,32.908733,1590700
2016-04-04,39.790001,39.799999,39.099998,39.250000,32.388870,1509800
2016-04-05,38.930000,39.060001,38.509998,38.599998,31.852486,1691400
2016-04-06,38.779999,39.880001,38.389999,39.490002,32.586910,2127200
2016-04-07,38.990002,39.130001,38.380001,38.689999,31.926752,2045900
2016-04-08,39.209999,39.669998,38.860001,39.029999,32.207325,1304300
2016-04-11,39.389999,40.099998,39.369999,39.630001,32.702442,1213200
2016-04-12,39.840000,40.439999,39.470001,40.320000,33.271828,1690700
2016-04-13,40.869999,41.660000,40.830002,41.619999,34.344578,1325800
2016-04-14,41.590000,41.849998,41.270000,41.459999,34.212540,1678200
2016-04-15,41.549999,41.570000,41.009998,41.340000,34.113518,1386800
2016-04-18,41.139999,41.740002,41.049999,41.740002,34.443607,1167600
2016-04-19,41.910000,42.450001,41.720001,42.220001,34.839699,1414200
2016-04-20,42.450001,43.410000,42.189999,43.320000,35.747402,1920600
2016-04-21,43.310001,43.750000,43.150002,43.299999,35.730904,1652100
2016-04-22,43.509998,44.340000,43.509998,44.099998,36.391056,1788300
2016-04-25,43.750000,43.939999,43.040001,43.430000,35.838177,1637900
2016-04-26,43.720001,43.910000,43.410000,43.910000,36.234268,1229300
2016-04-27,43.849998,44.180000,43.610001,44.029999,36.333302,1552400
2016-04-28,43.410000,43.619999,42.790001,42.869999,35.376064,2285300
2016-04-29,42.500000,42.970001,42.180000,42.680000,35.219280,2912800
2016-05-02,43.000000,43.330002,42.480000,43.310001,35.739162,1408300
2016-05-03,42.619999,42.619999,41.340000,41.770000,34.468357,2478500
2016-05-04,41.070000,42.000000,41.049999,41.980000,34.641640,2089600
2016-05-05,42.169998,42.570000,41.759998,42.250000,34.864452,2148000
2016-05-06,41.939999,42.490002,41.689999,42.200001,34.823196,1530000
2016-05-09,42.200001,42.349998,41.759998,41.910000,34.583881,1283800
2016-05-10,42.130001,42.970001,42.130001,42.950001,35.442089,1447500
2016-05-11,42.709999,43.180000,42.500000,42.520000,35.087246,979500
2016-05-12,42.820000,43.070000,42.150002,42.450001,35.029480,1231200
2016-05-13,42.380001,42.970001,41.750000,41.869999,34.550877,958900
2016-05-16,41.869999,42.369999,41.869999,42.160000,34.790173,1271900
2016-05-17,42.139999,42.660000,41.910000,42.080002,34.724167,1255800
2016-05-18,42.080002,43.580002,42.000000,43.470001,35.871197,1879900
2016-05-19,43.099998,43.400002,42.009998,42.360001,34.955223,1998700
2016-05-20,42.650002,43.380001,42.410000,43.189999,35.640129,1707800
2016-05-23,43.009998,43.360001,42.830002,43.130001,35.590614,1509100
2016-05-24,43.549999,44.340000,43.490002,44.130001,36.415810,1549600
2016-05-25,44.220001,44.900002,43.669998,44.410000,36.646877,1207800
2016-05-26,44.430000,44.470001,43.950001,44.040001,36.341549,1061000
2016-05-27,44.180000,44.419998,44.000000,44.410000,36.646877,1078600
2016-05-31,44.540001,44.740002,44.189999,44.560001,36.770649,2521500
2016-06-01,43.970001,44.369999,43.500000,44.209999,36.481819,1378700
2016-06-02,43.709999,43.930000,43.500000,43.930000,36.573414,1041500
2016-06-03,43.270000,43.270000,42.540001,42.820000,35.649288,1402500
2016-06-06,42.980000,43.720001,42.860001,43.459999,36.182114,954800
2016-06-07,43.570000,43.790001,43.279999,43.529999,36.240391,974100
2016-06-08,43.439999,43.910000,43.380001,43.770000,36.440205,986400
2016-06-09,43.459999,43.630001,43.000000,43.139999,35.915699,998900
2016-06-10,42.599998,42.750000,42.200001,42.480000,35.366222,1397900
2016-06-13,42.060001,42.540001,41.740002,41.740002,34.750156,1486300
2016-06-14,41.619999,41.990002,41.110001,41.419998,34.483746,1393600
2016-06-15,41.619999,42.150002,41.349998,41.630001,34.658573,1565700
2016-06-16,41.070000,42.180000,40.919998,42.130001,35.074833,2082600
2016-06-17,42.200001,42.549999,41.970001,42.340000,35.249676,1952100
2016-06-20,42.889999,43.580002,42.869999,42.889999,35.707573,1446200
2016-06-21,43.180000,43.480000,42.810001,43.250000,36.007278,1564300
2016-06-22,43.230000,43.959999,43.230000,43.700001,36.381927,2004300
2016-06-23,44.049999,44.820000,44.049999,44.520000,37.064602,2851400
2016-06-24,41.439999,42.049999,39.919998,39.959999,33.268230,4253600
2016-06-27,39.099998,39.180000,38.029999,38.139999,31.753006,2129700
2016-06-28,39.000000,39.119999,38.520000,39.060001,32.518948,2105700
2016-06-29,39.139999,40.320000,39.139999,40.299999,33.551292,1789600
2016-06-30,40.459999,41.130001,39.980000,41.110001,34.225651,1489500
2016-07-01,40.810001,41.570000,40.810001,41.130001,34.242298,1494400
2016-07-05,40.480000,40.480000,39.029999,39.480000,32.868607,2889800
2016-07-06,39.049999,39.919998,38.840000,39.889999,33.209949,1323700
2016-07-07,40.119999,40.840000,39.799999,40.180000,33.451385,1164500
2016-07-08,40.980000,41.680000,40.939999,41.590000,34.625259,1492800
2016-07-11,41.950001,42.340000,41.709999,42.110001,35.058193,1430900
2016-07-12,42.689999,43.349998,42.689999,43.180000,35.949001,1327000
2016-07-13,43.099998,43.389999,42.700001,43.150002,35.924038,1316300
2016-07-14,44.150002,44.349998,43.680000,44.080002,36.698288,1550400
2016-07-15,44.380001,44.599998,43.950001,44.259998,36.848141,1398400
2016-07-18,44.160000,44.500000,43.860001,44.209999,36.806511,1257700
2016-07-19,43.880001,44.400002,43.790001,44.230000,36.823170,950800
2016-07-20,44.500000,44.509998,44.009998,44.450001,37.006329,1073600
2016-07-21,44.470001,44.599998,44.110001,44.279999,36.864792,875000
2016-07-22,44.410000,44.980000,44.250000,44.669998,37.189487,729700
2016-07-25,44.580002,44.860001,44.500000,44.700001,37.214466,681400
2016-07-26,44.630001,44.880001,44.410000,44.840000,37.331020,608900
2016-07-27,44.790001,44.970001,44.430000,44.660000,37.181164,1087700
2016-07-28,44.520000,44.779999,44.230000,44.709999,37.222801,993100
2016-07-29,44.980000,47.150002,44.980000,46.630001,38.821266,2352100
2016-08-01,46.730000,46.869999,45.990002,46.230000,38.488251,1630000
2016-08-02,46.169998,46.430000,45.110001,45.279999,37.697342,1780400
2016-08-03,45.380001,45.939999,45.320000,45.830002,38.155231,1607200
2016-08-04,45.709999,45.939999,45.349998,45.880001,38.196861,1368900
2016-08-05,46.430000,47.189999,46.360001,47.180000,39.279152,1534700
2016-08-08,47.400002,47.770000,47.070000,47.700001,39.712082,1435500
2016-08-09,47.730000,47.830002,47.509998,47.700001,39.712082,914800
2016-08-10,47.639999,47.779999,46.840000,46.980000,39.112648,968100
2016-08-11,47.070000,47.320000,46.799999,47.160000,39.262505,837100
2016-08-12,46.740002,46.959999,46.400002,46.779999,38.946144,975500
2016-08-15,47.080002,47.250000,46.980000,47.110001,39.220879,1089200
2016-08-16,46.919998,47.150002,46.779999,46.959999,39.096001,908700
2016-08-17,47.049999,47.470001,46.910000,47.459999,39.512268,1084800
2016-08-18,47.369999,47.610001,47.130001,47.400002,39.462315,780000
2016-08-19,47.250000,47.380001,46.820000,47.119999,39.229202,1123800
2016-08-22,47.009998,47.220001,46.830002,47.169998,39.270832,829000
2016-08-23,47.549999,47.950001,47.529999,47.680000,39.695431,932700
2016-08-24,47.740002,47.970001,47.500000,47.660000,39.678780,767200
2016-08-25,47.630001,47.990002,47.509998,47.990002,39.953510,871200
2016-08-26,48.040001,48.680000,47.849998,48.259998,40.178295,1419200
2016-08-29,48.299999,49.209999,48.290001,49.130001,40.902607,1588400
2016-08-30,49.189999,49.500000,49.090000,49.500000,41.210644,1000700
2016-08-31,49.000000,49.310001,48.619999,49.070000,41.193863,1571600
2016-09-01,49.220001,49.419998,48.209999,48.880001,41.034355,1007700
2016-09-02,49.150002,49.270000,48.759998,49.049999,41.177067,782800
2016-09-06,49.119999,49.130001,48.419998,49.000000,41.135101,1178500
2016-09-07,48.750000,49.110001,48.459999,49.099998,41.219044,977300
2016-09-08,49.080002,49.290001,48.799999,48.959999,41.101509,925800
2016-09-09,48.599998,49.139999,48.369999,48.369999,40.606220,1377100
2016-09-12,47.919998,49.080002,47.560001,48.939999,41.084724,1406800
2016-09-13,48.150002,48.740002,47.709999,48.450001,40.673370,1828700
2016-09-14,48.439999,48.669998,48.040001,48.389999,40.623009,1536000
2016-09-15,48.360001,49.139999,48.200001,48.959999,41.101509,1428900
2016-09-16,48.599998,48.619999,47.869999,48.369999,40.606220,2544000
2016-09-19,48.660000,49.369999,48.580002,48.820000,40.983982,1362000
2016-09-20,49.160000,49.290001,48.810001,49.029999,41.160278,1415300
2016-09-21,49.320000,49.849998,49.220001,49.770000,41.781502,1372600
2016-09-22,50.000000,50.169998,49.750000,49.880001,41.873852,1099100
2016-09-23,49.680000,50.610001,49.619999,49.799999,41.806690,1398300
2016-09-26,49.299999,49.880001,49.040001,49.419998,41.487686,1819600
2016-09-27,49.180000,50.470001,49.040001,50.419998,42.327168,1803800
2016-09-28,50.700001,51.439999,50.520000,51.419998,43.166664,1927700
2016-09-29,51.279999,51.459999,50.180000,50.500000,42.394333,1758700
2016-09-30,50.779999,51.720001,50.669998,51.509998,43.242207,2454500
2016-10-03,51.259998,51.869999,51.250000,51.410000,43.158264,1430000
2016-10-04,51.689999,51.900002,50.959999,51.169998,42.956787,1769600
2016-10-05,51.520000,52.799999,51.369999,52.630001,44.182457,1620500
2016-10-06,52.770000,52.830002,52.200001,52.549999,44.115284,1205400
2016-10-07,52.169998,52.470001,51.779999,52.259998,43.871834,1273700
2016-10-10,52.540001,52.930000,52.439999,52.830002,44.350342,1625000
2016-10-11,52.610001,52.799999,52.060001,52.500000,44.073318,1854500
2016-10-12,52.639999,53.110001,52.470001,52.709999,44.249615,1082500
2016-10-13,51.980000,52.290001,51.250000,52.009998,43.661964,1983000
2016-10-14,52.540001,53.000000,52.270000,52.330002,43.930607,959000
2016-10-17,52.439999,52.660000,52.180000,52.259998,43.871834,730800
2016-10-18,53.000000,53.000000,52.410000,52.630001,44.182457,1498500
2016-10-19,53.029999,53.029999,52.389999,52.750000,44.283184,1745300
2016-10-20,52.669998,52.930000,52.419998,52.799999,44.325161,1319000
2016-10-21,52.270000,52.779999,52.080002,52.619999,44.174057,1151700
2016-10-24,53.049999,53.200001,52.750000,53.000000,44.493061,1006000
2016-10-25,52.930000,53.070000,52.540001,52.959999,44.459473,1626500
2016-10-26,52.570000,53.169998,52.490002,53.009998,44.501450,1624400
2016-10-27,53.259998,53.759998,52.849998,53.560001,44.963169,1897400
2016-10-28,53.560001,56.320000,53.299999,55.270000,46.398708,3209900
2016-10-31,55.730000,55.730000,54.590000,54.599998,45.836250,2194100
2016-11-01,54.980000,55.009998,53.590000,54.150002,45.458473,2418100
2016-11-02,53.889999,54.259998,53.299999,53.459999,44.879211,1731100
2016-11-03,53.799999,53.919998,53.189999,53.330002,44.770096,2120800
2016-11-04,53.380001,53.680000,52.669998,53.130001,44.602196,1806200
2016-11-07,54.310001,54.509998,54.150002,54.320000,45.601185,2332500
2016-11-08,54.290001,54.689999,53.860001,54.490002,45.743900,2561000
2016-11-09,55.150002,56.200001,54.669998,56.099998,47.095490,4813200
2016-11-10,56.860001,58.090000,56.619999,57.880001,48.589779,3308400
2016-11-11,57.400002,57.900002,56.279999,57.299999,48.102875,2623800
2016-11-14,57.910000,58.849998,57.119999,57.310001,48.111267,2369900
2016-11-15,56.959999,57.740002,56.639999,57.709999,48.447067,1783000
2016-11-16,57.099998,57.630001,56.860001,57.119999,47.951763,1226600
2016-11-17,57.650002,57.900002,57.270000,57.790001,48.514229,1638900
2016-11-18,57.849998,57.919998,57.070000,57.660000,48.405098,1219600
2016-11-21,57.849998,58.049999,57.369999,57.799999,48.522621,1192000
2016-11-22,58.119999,58.119999,57.270000,57.680000,48.421886,1953200
2016-11-23,57.880001,58.430000,57.740002,58.410000,49.034714,1442400
2016-11-25,58.459999,58.520000,58.020000,58.330002,48.967552,401500
2016-11-28,57.709999,58.150002,57.000000,57.060001,47.901394,1247100
2016-11-29,57.290001,57.470001,56.860001,57.189999,48.010529,1371400
2016-11-30,57.880001,58.740002,57.560001,57.689999,48.430267,2141800
2016-12-01,57.750000,58.500000,57.689999,58.310001,49.318367,1622400
2016-12-02,58.130001,58.150002,57.389999,57.779999,48.870087,1256600
2016-12-05,58.480000,59.480000,57.790001,59.470001,50.299488,2987300
2016-12-06,59.599998,59.869999,59.000000,59.419998,50.257187,2500400
2016-12-07,59.419998,60.689999,59.310001,60.689999,51.331356,2065100
2016-12-08,61.000000,61.340000,60.200001,60.860001,51.475151,1586400
2016-12-09,60.709999,60.709999,60.040001,60.299999,51.001488,1543800
2016-12-12,60.290001,60.389999,58.980000,59.439999,50.274113,1372400
2016-12-13,59.779999,59.939999,59.080002,59.520000,50.341778,1373100
2016-12-14,59.150002,59.910000,58.450001,58.720001,49.665138,1984200
2016-12-15,58.959999,59.570000,58.759998,59.080002,49.969624,1986300
2016-12-16,59.099998,59.270000,57.740002,57.799999,48.887001,2695900
2016-12-19,57.910000,58.209999,57.400002,57.840000,48.920830,1782300
2016-12-20,58.430000,58.880001,58.009998,58.750000,49.690514,1493400
2016-12-21,58.849998,59.279999,58.459999,59.110001,49.994991,1306400
2016-12-22,59.160000,59.160000,58.099998,58.419998,49.411404,953100
2016-12-23,58.330002,58.470001,58.040001,58.410000,49.402939,474300
2016-12-27,58.439999,58.930000,58.439999,58.730000,49.673592,524900
2016-12-28,58.700001,58.930000,57.990002,58.000000,49.056164,727400
2016-12-29,57.939999,58.400002,57.630001,57.849998,48.929302,646200
2016-12-30,57.970001,58.200001,57.619999,57.860001,48.937752,806400
2017-01-03,58.610001,59.290001,58.029999,58.580002,49.546730,1275600
2017-01-04,58.840000,59.189999,58.689999,59.110001,49.994991,995200
2017-01-05,59.139999,59.310001,57.959999,58.509998,49.487518,1308300
2017-01-06,58.860001,59.150002,58.570000,58.860001,49.783550,1356200
2017-01-09,58.450001,59.150002,58.189999,58.189999,49.216869,1177600
2017-01-10,58.360001,59.240002,58.049999,58.650002,49.605942,851500
2017-01-11,58.580002,59.310001,58.480000,58.980000,49.885040,944700
2017-01-12,58.599998,59.040001,58.009998,58.869999,49.792011,1552800
2017-01-13,59.200001,59.630001,58.860001,59.029999,49.927326,709700
2017-01-17,58.360001,58.910000,58.000000,58.270000,49.284527,1487200
2017-01-18,58.540001,59.540001,58.090000,59.480000,50.307941,987400
2017-01-19,59.529999,59.669998,58.049999,58.299999,49.309898,1517800
2017-01-20,58.430000,58.939999,57.950001,58.240002,49.259159,1238700
2017-01-23,58.099998,58.419998,57.560001,57.740002,48.836262,1088400
2017-01-24,57.959999,58.889999,57.740002,58.580002,49.546730,1596100
2017-01-25,59.169998,59.770000,59.070000,59.650002,50.451733,1014200
2017-01-26,59.490002,59.540001,57.619999,58.570000,49.538261,1772300
2017-01-27,58.570000,58.720001,57.270000,58.000000,49.056164,2333900
2017-01-30,57.860001,57.860001,56.669998,57.740002,48.836262,1757300
2017-01-31,58.250000,58.250000,56.340000,57.090000,48.286488,2998900
2017-02-01,57.650002,58.570000,56.970001,57.200001,48.379524,1940400
2017-02-02,56.750000,57.860001,56.119999,57.509998,48.641720,1648400
2017-02-03,58.689999,59.439999,58.630001,59.419998,50.257187,1590800
2017-02-06,58.869999,59.820000,58.869999,59.470001,50.299488,1205100
2017-02-07,59.730000,59.869999,59.450001,59.720001,50.510941,1243800
2017-02-08,59.330002,59.910000,58.939999,59.840000,50.612427,1396000
2017-02-09,60.040001,60.790001,59.799999,60.580002,51.238327,1329800
2017-02-10,60.869999,61.049999,60.540001,60.860001,51.475151,1183100
2017-02-13,61.130001,62.320000,61.070000,62.090000,52.515469,1699400
2017-02-14,62.009998,62.590000,61.950001,62.060001,52.490097,1276500
2017-02-15,62.270000,62.790001,61.889999,62.730000,53.056778,1270500
2017-02-16,62.560001,62.889999,62.330002,62.599998,52.946823,1178100
2017-02-17,61.840000,62.139999,61.430000,62.119999,52.540844,990200
2017-02-21,62.240002,62.700001,62.150002,62.419998,52.794575,883900
2017-02-22,62.130001,63.119999,61.990002,62.830002,53.141365,2040600
2017-02-23,62.900002,62.970001,62.439999,62.869999,53.175179,1015500
2017-02-24,62.040001,62.840000,62.040001,62.750000,53.073696,1342900
2017-02-27,62.680000,63.000000,62.279999,62.779999,53.099060,1103900
2017-02-28,62.480000,62.689999,61.980000,62.540001,52.896080,1225100
2017-03-01,63.529999,64.309998,63.490002,64.019997,54.147861,1765200
2017-03-02,63.430000,63.619999,62.650002,62.709999,53.415321,1461600
2017-03-03,62.880001,63.709999,62.880001,63.570000,54.147861,1678100
2017-03-06,63.119999,63.610001,63.029999,63.369999,53.977505,991900
2017-03-07,63.160000,63.250000,62.779999,63.040001,53.696411,1036400
2017-03-08,63.709999,63.889999,63.000000,63.070000,53.721966,857400
2017-03-09,63.119999,63.619999,62.810001,63.070000,53.721966,960500
2017-03-10,63.099998,63.919998,62.900002,63.540001,54.122311,913900
2017-03-13,63.520000,63.750000,63.360001,63.580002,54.156376,945200
2017-03-14,63.250000,63.349998,62.740002,63.009998,53.670853,904900
2017-03-15,63.139999,63.889999,63.060001,63.830002,54.369324,1256300
2017-03-16,64.000000,64.650002,63.970001,64.199997,54.684486,1147300
2017-03-17,64.269997,64.290001,63.380001,63.439999,54.037128,1464700
2017-03-20,63.340000,63.470001,62.869999,63.110001,53.756035,574900
2017-03-21,63.560001,63.660000,61.169998,61.259998,52.180241,1435300
2017-03-22,60.910000,62.049999,60.270000,61.900002,52.725384,1158100
2017-03-23,61.889999,62.840000,61.639999,62.180000,52.963879,747000
2017-03-24,62.180000,62.860001,61.820000,62.169998,52.955360,969500
2017-03-27,60.599998,62.209999,60.180000,62.110001,52.904255,869700
2017-03-28,62.080002,63.410000,61.950001,63.009998,53.670853,966500
2017-03-29,62.880001,62.880001,62.150002,62.470001,53.210903,667600
2017-03-30,62.490002,63.610001,62.240002,63.110001,53.756035,1080300
2017-03-31,62.730000,63.490002,62.570000,63.110001,53.756035,1152600
2017-04-03,63.299999,63.470001,62.029999,63.090000,53.738995,1034800
2017-04-04,62.750000,63.139999,62.639999,62.849998,53.534565,925000
2017-04-05,63.330002,63.700001,62.099998,62.160000,52.946838,1133100
2017-04-06,62.119999,63.150002,61.750000,62.730000,53.432358,1029700
2017-04-07,62.200001,62.910000,62.060001,62.570000,53.296074,836600
2017-04-10,62.639999,63.020000,62.270000,62.669998,53.381248,711300
2017-04-11,62.439999,63.070000,62.169998,62.900002,53.577160,712400
2017-04-12,62.900002,62.959999,61.669998,61.930000,52.750931,918200
2017-04-13,61.730000,62.369999,61.380001,61.509998,52.393188,703300
2017-04-17,61.820000,62.689999,61.480000,62.630001,53.347179,612300
2017-04-18,62.040001,62.610001,61.990002,62.389999,53.142754,832400
2017-04-19,62.930000,62.959999,62.009998,62.080002,52.878700,991200
2017-04-20,62.490002,63.230000,62.270000,62.919998,53.594196,1169000
2017-04-21,62.900002,63.189999,62.599998,62.810001,53.500504,736000
2017-04-24,64.349998,64.419998,63.680000,63.919998,54.445976,1244900
2017-04-25,64.500000,64.809998,64.290001,64.349998,54.812244,1166900
2017-04-26,64.320000,64.730003,64.239998,64.309998,54.778168,1010400
2017-04-27,64.489998,65.250000,64.459999,65.180000,55.519230,1463300
2017-04-28,64.410004,65.559998,63.720001,65.129997,55.476643,1442000
2017-05-01,65.669998,65.669998,64.610001,64.970001,55.340351,1452900
2017-05-02,65.019997,65.099998,64.389999,64.910004,55.289246,850800
2017-05-03,64.769997,65.120003,64.629997,64.900002,55.280731,1357100
2017-05-04,65.250000,65.449997,64.360001,64.430000,54.880398,1425900
2017-05-05,64.660004,64.760002,64.129997,64.339996,54.803726,882300
2017-05-08,64.370003,64.540001,63.750000,63.950001,54.471535,1092200
2017-05-09,64.070000,64.330002,63.240002,63.459999,54.054161,1052000
2017-05-10,63.340000,63.919998,63.139999,63.860001,54.394867,1228100
2017-05-11,63.660000,63.900002,62.849998,63.540001,54.122311,1078700
2017-05-12,63.150002,63.619999,62.840000,63.000000,53.662342,840400
2017-05-15,63.250000,63.860001,63.080002,63.709999,54.267105,1358100
2017-05-16,63.849998,64.089996,63.430000,63.980000,54.497089,1014700
2017-05-17,63.980000,63.980000,61.330002,61.400002,52.299488,1297900
2017-05-18,60.990002,61.189999,60.349998,60.549999,51.575474,2002900
2017-05-19,60.680000,61.090000,60.549999,60.830002,51.813972,2922200
2017-05-22,61.230000,61.930000,60.910000,61.430000,52.325031,1330900
2017-05-23,61.490002,61.980000,61.080002,61.709999,52.563538,1409600
2017-05-24,61.790001,61.990002,61.450001,61.959999,52.776478,1032300
2017-05-25,62.150002,62.759998,62.000000,62.660000,53.372726,1324100
2017-05-26,62.480000,63.119999,62.480000,62.750000,53.449387,1045400
2017-05-30,62.549999,62.709999,62.110001,62.520000,53.253487,671900
2017-05-31,62.650002,62.950001,62.000000,62.910000,53.585678,1536800
2017-06-01,62.750000,64.080002,62.430000,64.080002,54.984318,1002800
2017-06-02,63.709999,64.190002,63.400002,63.959999,54.881344,886600
2017-06-05,63.910000,64.059998,63.209999,63.290001,54.306450,899400
2017-06-06,62.779999,62.930000,62.020000,62.070000,53.259621,1145600
2017-06-07,62.240002,62.680000,61.950001,62.410000,53.551361,906500
2017-06-08,62.410000,64.180000,62.400002,63.630001,54.598183,1568600
2017-06-09,63.950001,64.989998,63.950001,64.910004,55.696503,1025300
2017-06-12,64.720001,65.309998,64.720001,64.970001,55.747982,1245100
2017-06-13,65.120003,65.860001,64.980003,65.540001,56.237080,1058200
2017-06-14,65.050003,65.480003,64.430000,65.360001,56.082634,1122800
2017-06-15,64.739998,65.220001,64.639999,65.199997,55.945339,1234500
2017-06-16,65.320000,65.519997,65.059998,65.349998,56.074051,1649300
2017-06-19,65.779999,66.120003,65.500000,65.879997,56.528812,838000
2017-06-20,65.639999,65.739998,64.980003,65.019997,55.790882,866300
2017-06-21,65.139999,65.139999,63.790001,63.860001,54.795536,1000700
2017-06-22,63.480000,63.480000,62.310001,62.689999,53.791615,1397100
2017-06-23,62.910000,63.080002,62.400002,62.580002,53.697231,1761500
2017-06-26,62.849998,63.490002,62.610001,63.060001,54.109097,863100
2017-06-27,63.320000,64.050003,63.099998,63.400002,54.400837,970000
2017-06-28,63.990002,64.820000,63.939999,64.690002,55.507732,928500
2017-06-29,65.540001,65.629997,64.150002,64.529999,55.370438,1383300
2017-06-30,64.860001,65.000000,64.059998,64.070000,54.975735,1376200
2017-07-03,64.570000,65.330002,64.389999,64.760002,55.567795,752700
2017-07-05,64.800003,64.849998,64.169998,64.250000,55.130188,1589800
2017-07-06,64.279999,64.820000,63.930000,64.120003,55.018646,1624500
2017-07-07,64.379997,64.900002,64.169998,64.610001,55.439083,1270200
2017-07-10,64.570000,65.570000,64.459999,65.360001,56.082634,1101900
2017-07-11,65.419998,65.680000,64.930000,65.160004,55.911018,743500
2017-07-12,65.269997,65.540001,65.099998,65.510002,56.211334,717900
2017-07-13,65.580002,66.050003,65.430000,65.949997,56.588879,795100
2017-07-14,65.360001,66.309998,65.190002,66.099998,56.717590,806500
2017-07-17,65.989998,66.470001,65.610001,66.339996,56.923508,1097400
2017-07-18,65.949997,66.570000,65.879997,66.410004,56.983585,520900
2017-07-19,66.489998,66.949997,66.230003,66.699997,57.232418,859400
