Date,Twitter Profile,Followers,Net Follower Growth,Following,Net Following Growth,Published Posts,Impressions,Video Views,Engagements,Likes,@Replies,Retweets,Post Link Clicks,Other Post Clicks,Other Engagements,Engagement Rate (per Impression)
02-14-2018,@kumandgo,,,,,0,"1,576",2,6,0,0,0,0,6,0,0.4%
02-15-2018,@kumandgo,,,,,8,"1,069",0,19,6,3,0,0,10,0,1.8%
02-16-2018,@kumandgo,,,,,4,"2,806",3,18,6,1,1,0,10,0,0.6%
02-17-2018,@kumandgo,,,,,0,"1,075",0,11,1,0,0,0,10,0,1%
02-18-2018,@kumandgo,,,,,0,"1,441",1,6,1,0,0,0,5,0,0.4%
02-19-2018,@kumandgo,,,,,3,"2,126",6,8,2,0,0,0,6,0,0.4%
02-20-2018,@kumandgo,,,,,6,"2,137",1,13,0,1,0,1,11,0,0.6%
02-21-2018,@kumandgo,,,,,1,"1,650",1,16,1,1,1,0,13,0,1%
02-22-2018,@kumandgo,,,,,0,"2,900",4,48,0,0,0,1,47,0,1.7%
02-23-2018,@kumandgo,,,,,4,"4,461",2,78,7,1,4,2,64,0,1.7%
02-24-2018,@kumandgo,,,,,0,"3,081",0,12,0,0,0,0,12,0,0.4%
02-25-2018,@kumandgo,,,,,0,"1,318",1,1,0,0,0,0,1,0,0.1%
02-26-2018,@kumandgo,,,,,10,"4,163",2,57,14,1,0,0,42,0,1.4%
02-27-2018,@kumandgo,,,,,1,"3,612",150,42,8,0,0,0,34,0,1.2%
02-28-2018,@kumandgo,,,,,3,"3,010",26,56,3,0,1,0,52,0,1.9%
03-01-2018,@kumandgo,"18,507",,"6,195",,7,980,0,33,6,2,2,0,23,0,3.4%
03-02-2018,@kumandgo,"18,506",-1,"6,195",0,2,219,0,5,1,1,0,0,3,0,2.3%
03-03-2018,@kumandgo,"18,505",-1,"6,194",-1,0,119,0,7,0,0,0,0,7,0,5.9%
03-04-2018,@kumandgo,"18,502",-3,"6,195",1,0,99,0,3,0,0,0,0,3,0,3%
03-05-2018,@kumandgo,"18,505",3,"6,195",0,12,"1,060",0,77,5,3,0,0,69,0,7.3%
03-06-2018,@kumandgo,"18,508",3,"6,195",0,2,438,0,10,3,0,1,0,6,0,2.3%
03-07-2018,@kumandgo,"18,507",-1,"6,195",0,2,"1,051",0,3,0,0,0,0,3,0,0.3%
03-08-2018,@kumandgo,"18,512",5,"6,195",0,0,483,0,3,0,0,0,0,3,0,0.6%
03-09-2018,@kumandgo,"18,512",0,"6,195",0,5,540,0,18,3,1,1,0,13,0,3.3%
03-10-2018,@kumandgo,"18,505",-7,"6,193",-2,0,201,0,1,0,0,0,0,1,0,0.5%
03-11-2018,@kumandgo,"18,504",-1,"6,193",0,1,753,0,23,2,0,0,0,21,0,3.1%
03-12-2018,@kumandgo,"18,502",-2,"6,191",-2,2,"1,195",0,51,4,1,0,1,45,0,4.3%
03-13-2018,@kumandgo,"18,504",2,"6,192",1,3,620,0,6,0,0,0,0,6,0,1%
03-14-2018,@kumandgo,"18,502",-2,"6,192",0,6,"1,281",0,29,2,2,0,0,25,0,2.3%
03-15-2018,@kumandgo,"18,500",-2,"6,192",0,0,958,0,2,0,0,0,1,1,0,0.2%
03-16-2018,@kumandgo,"18,498",-2,"6,192",0,1,"1,016",0,21,2,0,1,0,18,0,2.1%
03-17-2018,@kumandgo,"18,499",1,"6,191",-1,1,"1,082",0,43,4,1,0,0,38,0,4%
03-18-2018,@kumandgo,"18,502",3,"6,190",-1,0,438,0,1,0,0,0,0,1,0,0.2%
03-19-2018,@kumandgo,"18,506",4,"6,189",-1,9,"4,559",0,58,16,1,0,0,41,0,1.3%
03-20-2018,@kumandgo,"18,507",1,"6,189",0,3,"1,549",0,33,6,0,1,0,26,0,2.1%
03-21-2018,@kumandgo,"18,507",0,"6,188",-1,1,869,0,7,2,0,0,0,5,0,0.8%
03-22-2018,@kumandgo,"18,504",-3,"6,188",0,1,579,0,12,0,0,0,0,12,0,2.1%
03-23-2018,@kumandgo,,,,,0,621,0,10,0,0,0,1,9,0,1.6%
03-24-2018,@kumandgo,,,,,0,353,0,4,2,0,0,0,2,0,1.1%
03-25-2018,@kumandgo,,,,,0,400,0,1,0,0,0,0,1,0,0.3%
03-26-2018,@kumandgo,,,,,0,785,0,1,0,0,0,1,0,0,0.1%
03-27-2018,@kumandgo,,,,,8,713,0,19,4,1,0,0,14,0,2.7%
03-28-2018,@kumandgo,,,,,0,679,0,16,1,0,0,0,15,0,2.4%
03-29-2018,@kumandgo,,,,,2,30,0,4,0,1,0,0,3,0,13.3%
03-30-2018,@kumandgo,,,,,0,19,0,0,0,0,0,0,0,0,0%
03-31-2018,@kumandgo,,,,,0,2,0,0,0,0,0,0,0,0,0%
04-01-2018,@kumandgo,,,,,0,0,0,0,0,0,0,0,0,0,
04-02-2018,@kumandgo,,,,,2,25,0,2,1,1,0,0,0,0,8%
04-03-2018,@kumandgo,,,,,6,422,0,29,5,2,4,0,18,0,6.9%
04-04-2018,@kumandgo,,,,,6,477,7,47,9,2,2,0,34,0,9.9%
04-05-2018,@kumandgo,,,,,8,"1,595",5,67,10,3,-1,0,55,0,4.2%
04-06-2018,@kumandgo,,,,,6,"1,241",12,68,15,3,2,1,47,0,5.5%
04-07-2018,@kumandgo,,,,,0,604,10,55,0,0,0,1,54,0,9.1%
04-08-2018,@kumandgo,,,,,0,250,2,4,0,0,0,0,4,0,1.6%
04-09-2018,@kumandgo,,,,,0,158,0,7,0,0,0,0,7,0,4.4%
04-10-2018,@kumandgo,,,,,1,209,0,17,1,0,0,0,16,0,8.1%
04-11-2018,@kumandgo,,,,,6,"1,781",20,118,6,2,3,0,107,0,6.6%
04-12-2018,@kumandgo,,,,,2,"2,062",15,299,2,1,0,3,293,0,14.5%
04-13-2018,@kumandgo,,,,,10,"3,334",65,123,20,3,1,3,94,2,3.7%
04-14-2018,@kumandgo,,,,,0,"1,130",29,34,3,0,0,0,31,0,3%
04-15-2018,@kumandgo,,,,,0,448,12,18,0,0,0,0,18,0,4%
04-16-2018,@kumandgo,,,,,5,593,6,36,5,1,0,0,30,0,6.1%
04-17-2018,@kumandgo,,,,,5,"1,408",10,27,4,1,0,6,16,0,1.9%
04-18-2018,@kumandgo,,,,,5,709,8,25,4,0,0,4,17,0,3.5%
04-19-2018,@kumandgo,,,,,12,"2,323",33,71,16,3,0,2,50,0,3.1%
04-20-2018,@kumandgo,,,,,0,812,5,17,3,0,0,0,14,0,2.1%
04-21-2018,@kumandgo,,,,,0,"1,692",4,16,0,0,0,0,16,0,0.9%
04-22-2018,@kumandgo,,,,,0,559,2,3,0,0,0,0,3,0,0.5%
04-23-2018,@kumandgo,,,,,10,"1,131",15,38,8,1,2,0,27,0,3.4%
04-24-2018,@kumandgo,,,,,4,"1,158",2,31,5,0,0,3,23,0,2.7%
04-25-2018,@kumandgo,,,,,0,869,0,20,3,0,0,0,17,0,2.3%
04-26-2018,@kumandgo,,,,,2,851,3,67,11,0,4,1,51,0,7.9%
04-27-2018,@kumandgo,,,,,8,805,28,39,8,3,2,0,26,0,4.8%
04-28-2018,@kumandgo,,,,,0,"5,290",8,19,1,1,1,0,16,0,0.4%
04-29-2018,@kumandgo,,,,,0,0,0,0,0,0,0,0,0,0,
04-30-2018,@kumandgo,,,,,15,"9,869",45,673,263,8,94,0,308,0,6.8%
05-01-2018,@kumandgo,,,,,11,262,10,32,9,6,1,0,16,0,12.2%
05-02-2018,@kumandgo,,,,,7,"1,600",143,116,21,4,2,0,89,0,7.2%
05-03-2018,@kumandgo,,,,,5,617,47,48,4,2,0,0,42,0,7.8%
05-04-2018,@kumandgo,,,,,2,"1,069",139,36,6,1,2,0,27,0,3.4%
05-05-2018,@kumandgo,,,,,0,315,23,2,0,0,0,0,2,0,0.6%
05-06-2018,@kumandgo,,,,,0,281,17,8,0,1,0,0,7,0,2.8%
05-07-2018,@kumandgo,,,,,6,832,17,19,3,2,0,0,14,0,2.3%
05-08-2018,@kumandgo,,,,,11,980,21,32,8,2,2,1,19,0,3.3%
05-09-2018,@kumandgo,,,,,12,"2,254",20,101,17,2,1,1,80,0,4.5%
05-10-2018,@kumandgo,,,,,10,"1,658",25,124,25,4,4,0,91,0,7.5%
05-11-2018,@kumandgo,,,,,7,"1,811",18,68,7,2,1,0,58,0,3.8%
05-12-2018,@kumandgo,,,,,0,601,4,23,1,0,0,0,22,0,3.8%
05-13-2018,@kumandgo,,,,,0,455,4,11,1,0,0,0,10,0,2.4%
05-14-2018,@kumandgo,,,,,6,"1,758",15,73,6,3,0,0,64,0,4.2%
05-15-2018,@kumandgo,,,,,5,962,3,27,3,0,0,5,19,0,2.8%
05-16-2018,@kumandgo,,,,,11,"1,647",21,53,12,2,-1,8,32,0,3.2%
05-17-2018,@kumandgo,,,,,14,"4,448",14,94,24,1,3,2,64,0,2.1%
05-18-2018,@kumandgo,,,,,3,"3,059",12,36,6,0,3,0,27,0,1.2%
05-19-2018,@kumandgo,,,,,0,"1,362",6,2,0,0,0,1,1,0,0.1%
05-20-2018,@kumandgo,,,,,1,"2,229",0,11,5,0,1,0,5,0,0.5%
05-21-2018,@kumandgo,,,,,3,"2,885",2,29,8,1,0,2,18,0,1%
05-22-2018,@kumandgo,,,,,5,"1,540",9,35,4,2,0,3,26,0,2.3%
05-23-2018,@kumandgo,,,,,9,"3,404",199,85,20,2,0,0,63,0,2.5%
05-24-2018,@kumandgo,,,,,7,"2,713",58,65,11,1,1,0,52,0,2.4%
05-25-2018,@kumandgo,,,,,7,"1,910",164,21,4,2,0,0,15,0,1.1%
05-26-2018,@kumandgo,,,,,1,"2,586",39,28,13,2,0,1,12,0,1.1%
05-27-2018,@kumandgo,,,,,0,"1,218",13,5,1,0,0,0,4,0,0.4%
05-28-2018,@kumandgo,,,,,1,"1,685",326,11,3,0,0,0,8,0,0.7%
05-29-2018,@kumandgo,,,,,4,133,0,12,3,0,1,0,8,0,9%
05-30-2018,@kumandgo,,,,,6,"1,009",140,31,3,1,2,0,24,1,3.1%
05-31-2018,@kumandgo,,,,,12,"2,560",75,105,22,1,6,0,76,0,4.1%
06-01-2018,@kumandgo,,,,,9,"2,043",137,50,13,1,3,1,32,0,2.4%
06-02-2018,@kumandgo,,,,,0,408,26,19,4,1,0,0,14,0,4.7%
06-03-2018,@kumandgo,,,,,0,123,6,0,0,0,0,0,0,0,0%
06-04-2018,@kumandgo,,,,,5,846,16,15,5,1,0,2,7,0,1.8%
06-05-2018,@kumandgo,,,,,4,718,4,25,1,2,0,0,22,0,3.5%
06-06-2018,@kumandgo,,,,,7,"1,154",3,23,3,2,0,3,15,0,2%
06-07-2018,@kumandgo,,,,,8,706,20,42,6,2,1,0,33,0,5.9%
06-08-2018,@kumandgo,,,,,8,"1,380",7,38,5,1,1,0,31,0,2.8%
06-09-2018,@kumandgo,,,,,0,552,3,12,0,0,1,0,11,0,2.2%
06-10-2018,@kumandgo,,,,,2,"1,171",191,5,4,0,0,0,1,0,0.4%
06-11-2018,@kumandgo,,,,,5,"3,365",122,36,12,0,3,0,21,0,1.1%
06-12-2018,@kumandgo,,,,,4,"1,757",21,20,4,2,0,0,14,0,1.1%
06-13-2018,@kumandgo,"18,639",,"6,225",,5,"1,868",181,46,11,3,0,1,31,0,2.5%
06-14-2018,@kumandgo,"18,639",0,"6,225",0,6,"2,294",73,25,7,1,1,0,16,0,1.1%
06-15-2018,@kumandgo,"18,638",-1,"6,228",3,5,"2,742",26,100,21,3,7,1,68,0,3.6%
06-16-2018,@kumandgo,"18,635",-3,"6,228",0,0,"1,741",6,34,4,0,1,1,28,0,2%
06-17-2018,@kumandgo,"18,633",-2,"6,228",0,3,"3,005",11,39,13,2,0,0,24,0,1.3%
06-18-2018,@kumandgo,"18,634",1,"6,228",0,7,"3,128",22,39,11,2,0,0,26,0,1.2%
06-19-2018,@kumandgo,"18,637",3,"6,228",0,3,"1,319",8,24,6,1,0,0,17,0,1.8%
06-20-2018,@kumandgo,"18,637",0,"6,228",0,6,"1,172",2,32,11,3,1,0,17,0,2.7%
06-21-2018,@kumandgo,"18,636",-1,"6,224",-4,6,"1,864",30,41,10,1,2,0,28,0,2.2%
06-22-2018,@kumandgo,"18,639",3,"6,221",-3,6,"3,970",8,33,9,0,1,0,23,0,0.8%
06-23-2018,@kumandgo,"18,640",1,"6,221",0,0,"1,070",6,29,0,1,0,0,28,0,2.7%
06-24-2018,@kumandgo,"18,640",0,"6,222",1,0,629,4,1,0,0,0,0,1,0,0.2%
06-25-2018,@kumandgo,"18,641",1,"6,221",-1,8,"1,198",5,30,5,4,1,0,20,0,2.5%
06-26-2018,@kumandgo,"18,641",0,"6,220",-1,6,"1,745",122,44,9,1,2,0,32,0,2.5%
06-27-2018,@kumandgo,"18,641",0,"6,219",-1,5,"2,467",15,56,12,2,2,0,40,0,2.3%
06-28-2018,@kumandgo,"18,645",4,"6,218",-1,6,"1,009",12,27,4,1,1,0,21,0,2.7%
06-29-2018,@kumandgo,"18,649",4,"6,218",0,2,33,0,2,0,0,0,1,1,0,6.1%
06-30-2018,@kumandgo,"18,649",0,"6,220",2,4,252,0,29,6,1,2,0,20,0,11.5%
07-01-2018,@kumandgo,"18,656",7,"6,221",1,0,0,0,0,0,0,0,0,0,0,
07-02-2018,@kumandgo,"18,657",1,"6,220",-1,13,239,0,61,13,4,1,0,43,0,25.5%
07-03-2018,@kumandgo,"18,659",2,"6,219",-1,4,772,2,32,6,0,0,0,26,0,4.1%
07-04-2018,@kumandgo,"18,660",1,"6,220",1,1,"1,388",1,8,0,0,0,0,8,0,0.6%
07-05-2018,@kumandgo,"18,661",1,"6,220",0,10,"2,185",0,59,11,0,3,1,44,0,2.7%
07-06-2018,@kumandgo,"18,660",-1,"6,220",0,11,"5,877",0,66,13,3,1,0,49,0,1.1%
07-07-2018,@kumandgo,"18,660",0,"6,220",0,0,"1,744",0,14,1,0,0,0,13,0,0.8%
07-08-2018,@kumandgo,"18,663",3,"6,220",0,0,388,0,4,0,0,0,0,4,0,1%
07-09-2018,@kumandgo,"18,663",0,"6,219",-1,9,"1,222",3,85,16,5,4,0,60,0,7%
07-10-2018,@kumandgo,"18,667",4,"6,219",0,11,"2,818",3,112,9,1,4,0,98,0,4%
07-11-2018,@kumandgo,"18,666",-1,"6,220",1,7,"1,431",0,24,4,1,1,0,18,0,1.7%
07-12-2018,@kumandgo,"18,194",-472,"6,220",0,6,"4,222",222,69,19,2,0,0,48,0,1.6%
07-13-2018,@kumandgo,"18,201",7,"6,220",0,10,"4,078",70,186,44,6,4,0,132,0,4.6%
07-14-2018,@kumandgo,"18,207",6,"6,221",1,0,"3,771",28,701,86,0,8,0,607,0,18.6%
07-15-2018,@kumandgo,"18,206",-1,"6,221",0,0,"1,759",7,217,35,0,2,1,179,0,12.3%
07-16-2018,@kumandgo,"18,206",0,"6,221",0,13,"2,941",21,150,24,2,-1,0,125,0,5.1%
07-17-2018,@kumandgo,"18,209",3,"6,220",-1,6,"4,861",11,310,12,9,15,2,272,0,6.4%
07-18-2018,@kumandgo,"18,213",4,"6,220",0,7,"4,434",47,165,9,2,3,4,147,0,3.7%
07-19-2018,@kumandgo,"18,208",-5,"6,217",-3,3,"1,948",8,69,2,0,0,1,66,0,3.5%
07-20-2018,@kumandgo,"18,209",1,"6,215",-2,11,"1,533",2,55,9,2,5,0,39,0,3.6%
07-21-2018,@kumandgo,"18,213",4,"6,214",-1,0,"1,272",12,54,2,0,0,0,52,0,4.2%
07-22-2018,@kumandgo,"18,220",7,"6,214",0,0,810,4,25,0,0,0,0,25,0,3.1%
07-23-2018,@kumandgo,"18,222",2,"6,213",-1,0,854,5,17,0,0,0,0,17,0,2%
07-24-2018,@kumandgo,"18,222",0,"6,217",4,31,"3,875",14,157,26,7,7,17,100,0,4.1%
07-25-2018,@kumandgo,"18,226",4,"6,220",3,9,"3,765",15,184,33,2,1,7,141,0,4.9%
07-26-2018,@kumandgo,"18,223",-3,"6,220",0,9,"3,765",3,101,11,2,2,2,84,0,2.7%
07-27-2018,@kumandgo,"18,219",-4,"6,217",-3,13,"3,903",1,72,21,6,2,5,38,0,1.8%
07-28-2018,@kumandgo,"18,224",5,"6,217",0,0,"2,450",1,63,8,1,1,0,53,0,2.6%
07-29-2018,@kumandgo,"18,224",0,"6,215",-2,0,0,0,0,0,0,0,0,0,0,
07-30-2018,@kumandgo,"18,227",3,"6,217",2,8,479,0,44,6,2,2,0,34,0,9.2%
07-31-2018,@kumandgo,"18,231",4,"6,218",1,18,676,0,121,28,5,3,0,85,0,17.9%
08-01-2018,@kumandgo,"18,236",5,"6,217",-1,4,102,13,13,2,1,0,0,10,0,12.7%
08-02-2018,@kumandgo,"18,241",5,"6,214",-3,10,172,2,12,2,2,0,0,8,0,7%
08-03-2018,@kumandgo,"18,245",4,"6,215",1,10,184,4,18,4,3,0,0,11,0,9.8%
08-04-2018,@kumandgo,"18,244",-1,"6,214",-1,0,207,5,6,0,0,0,0,6,0,2.9%
08-05-2018,@kumandgo,"18,241",-3,"6,214",0,0,145,1,0,0,0,0,0,0,0,0%
08-06-2018,@kumandgo,"18,244",3,"6,216",2,25,526,0,57,12,4,2,1,37,1,10.8%
08-07-2018,@kumandgo,"18,245",1,"6,216",0,11,955,5,52,12,0,3,0,37,0,5.4%
08-08-2018,@kumandgo,"18,252",7,"6,213",-3,21,"2,318",24,159,37,3,2,0,117,0,6.9%
08-09-2018,@kumandgo,"18,253",1,"6,213",0,10,"1,190",45,70,12,1,1,0,56,0,5.9%
08-10-2018,@kumandgo,"18,252",-1,"6,212",-1,0,474,9,11,1,0,0,0,10,0,2.3%
08-11-2018,@kumandgo,"18,249",-3,"6,211",-1,0,353,8,10,0,1,0,0,9,0,2.8%
08-12-2018,@kumandgo,"18,247",-2,"6,209",-2,0,236,1,5,1,0,0,0,4,0,2.1%
08-13-2018,@kumandgo,"18,254",7,"6,209",0,16,"6,281",19,73,11,4,1,0,40,17,1.2%
08-14-2018,@kumandgo,"18,260",6,"6,208",-1,11,"6,819",16,60,13,5,4,0,27,11,0.9%
08-15-2018,@kumandgo,"18,262",2,"6,207",-1,10,997,22,34,6,2,0,0,24,2,3.4%
08-16-2018,@kumandgo,"18,263",1,"6,206",-1,17,"1,433",11,110,18,5,5,0,82,0,7.7%
08-17-2018,@kumandgo,"18,267",4,"6,206",0,9,923,6,64,9,5,3,0,47,0,6.9%
08-18-2018,@kumandgo,"18,269",2,"6,204",-2,0,414,2,18,0,0,0,0,18,0,4.3%
08-19-2018,@kumandgo,"18,269",0,"6,204",0,0,294,2,6,1,0,0,0,5,0,2%
08-20-2018,@kumandgo,"18,264",-5,"6,203",-1,24,"2,602",63,177,26,6,5,0,140,0,6.8%
08-21-2018,@kumandgo,"18,269",5,"6,202",-1,14,"1,782",106,112,15,4,4,2,87,0,6.3%
08-22-2018,@kumandgo,"18,271",2,"6,201",-1,8,"1,494",15,56,7,3,2,1,43,0,3.7%
08-23-2018,@kumandgo,"18,276",5,"6,200",-1,3,916,1,10,2,1,0,0,7,0,1.1%
08-24-2018,@kumandgo,"18,274",-2,"6,198",-2,5,"1,698",153,31,6,1,3,2,19,0,1.8%
08-25-2018,@kumandgo,"18,274",0,"6,198",0,0,905,43,21,3,1,0,0,17,0,2.3%
08-26-2018,@kumandgo,"18,279",5,"6,198",0,0,"1,111",14,12,0,0,0,0,12,0,1.1%
08-27-2018,@kumandgo,"18,279",0,"6,197",-1,40,"1,811",73,122,27,11,4,0,80,0,6.7%
08-28-2018,@kumandgo,"18,279",0,"6,196",-1,11,"1,307",37,41,8,2,1,2,28,0,3.1%
08-29-2018,@kumandgo,"18,277",-2,"6,192",-4,11,471,0,65,15,8,1,0,41,0,13.8%
08-30-2018,@kumandgo,"18,279",2,"6,191",-1,5,530,56,49,8,3,2,0,36,0,9.2%
08-31-2018,@kumandgo,"18,276",-3,"6,191",0,13,985,16,108,21,2,2,0,83,0,11%
09-01-2018,@kumandgo,"18,278",2,"6,190",-1,0,0,0,0,0,0,0,0,0,0,
09-02-2018,@kumandgo,"18,280",2,"6,191",1,0,0,0,0,0,0,0,0,0,0,
09-03-2018,@kumandgo,"18,277",-3,"6,190",-1,0,0,0,0,0,0,0,0,0,0,
09-04-2018,@kumandgo,"18,284",7,"6,190",0,7,219,0,29,3,3,1,0,22,0,13.2%
09-05-2018,@kumandgo,"18,286",2,"6,191",1,10,444,0,65,7,3,2,0,53,0,14.6%
09-06-2018,@kumandgo,"18,290",4,"6,194",3,7,374,4,12,1,2,1,0,8,0,3.2%
09-07-2018,@kumandgo,"18,295",5,"6,193",-1,3,253,0,11,2,2,0,0,7,0,4.3%
09-08-2018,@kumandgo,"18,299",4,"6,193",0,0,273,0,5,0,0,0,0,5,0,1.8%
09-09-2018,@kumandgo,"18,299",0,"6,193",0,0,159,2,17,0,0,0,0,17,0,10.7%
09-10-2018,@kumandgo,"18,304",5,"6,193",0,34,"3,135",99,208,33,12,5,0,148,10,6.6%
09-11-2018,@kumandgo,"18,306",2,"6,194",1,5,"3,595",137,160,31,7,5,1,115,1,4.5%
09-12-2018,@kumandgo,"18,310",4,"6,194",0,1,"3,653",52,156,18,3,8,1,114,12,4.3%
09-13-2018,@kumandgo,"18,310",0,"6,194",0,5,954,15,26,3,2,0,0,21,0,2.7%
09-14-2018,@kumandgo,"18,310",0,"6,194",0,4,942,8,38,12,0,1,0,25,0,4%
09-15-2018,@kumandgo,"18,311",1,"6,193",-1,0,394,12,14,0,1,0,0,13,0,3.6%
09-16-2018,@kumandgo,"18,308",-3,"6,193",0,0,276,7,8,1,0,0,0,7,0,2.9%
09-17-2018,@kumandgo,"18,304",-4,"6,191",-2,17,"1,070",15,47,9,5,-1,0,34,0,4.4%
09-18-2018,@kumandgo,"18,303",-1,"6,190",-1,5,"1,632",31,340,22,2,5,0,311,0,20.8%
09-19-2018,@kumandgo,"18,305",2,"6,192",2,6,"2,072",27,224,16,4,4,0,200,0,10.8%
09-20-2018,@kumandgo,"18,305",0,"6,190",-2,8,839,11,45,8,1,0,0,36,0,5.4%
09-21-2018,@kumandgo,"18,306",1,"6,188",-2,1,420,6,11,1,0,0,0,10,0,2.6%
09-22-2018,@kumandgo,"18,307",1,"6,188",0,4,715,3,18,5,1,1,0,11,0,2.5%
09-23-2018,@kumandgo,"18,306",-1,"6,188",0,0,373,3,5,0,1,0,0,4,0,1.3%
09-24-2018,@kumandgo,"18,302",-4,"6,188",0,4,427,4,12,3,0,1,0,8,0,2.8%
09-25-2018,@kumandgo,"18,305",3,"6,188",0,3,748,11,34,5,5,0,0,24,0,4.5%
09-26-2018,@kumandgo,"18,306",1,"6,188",0,6,540,6,30,9,1,0,0,20,0,5.6%
09-27-2018,@kumandgo,"18,311",5,"6,187",-1,13,"1,459",9,139,34,20,2,1,82,0,9.5%
09-28-2018,@kumandgo,"18,314",3,"6,186",-1,9,"1,755",29,137,39,17,0,0,81,0,7.8%
09-29-2018,@kumandgo,"18,315",1,"6,185",-1,0,0,0,0,0,0,0,0,0,0,
09-30-2018,@kumandgo,"18,315",0,"6,182",-3,0,0,0,0,0,0,0,0,0,0,
10-01-2018,@kumandgo,"18,313",-2,"6,182",0,11,877,0,87,6,2,3,0,76,0,9.9%
10-02-2018,@kumandgo,"18,311",-2,"6,181",-1,8,"1,540",0,231,34,1,4,9,183,0,15%
10-03-2018,@kumandgo,"18,339",28,"6,181",0,12,"5,738",67,458,70,4,2,31,351,0,8%
10-04-2018,@kumandgo,"18,362",23,"6,181",0,3,"1,244",8,104,6,2,0,4,92,0,8.4%
10-05-2018,@kumandgo,"18,373",11,"6,181",0,3,"1,407",6,54,3,1,1,0,25,24,3.8%
10-06-2018,@kumandgo,"18,371",-2,"6,181",0,0,336,0,18,0,0,0,0,16,2,5.4%
10-07-2018,@kumandgo,"18,367",-4,"6,181",0,0,389,0,19,0,0,0,0,19,0,4.9%
10-08-2018,@kumandgo,"18,373",6,"6,179",-2,0,379,1,28,1,0,0,2,25,0,7.4%
10-09-2018,@kumandgo,"18,386",13,"6,179",0,23,750,8,80,13,6,2,2,56,1,10.7%
10-10-2018,@kumandgo,"18,418",32,"6,178",-1,3,851,0,34,6,1,0,0,27,0,4%
10-11-2018,@kumandgo,"18,467",49,"6,179",1,4,553,28,34,4,1,1,0,28,0,6.1%
10-12-2018,@kumandgo,"18,474",7,"6,177",-2,10,"2,231",22,199,29,5,20,1,144,0,8.9%
10-13-2018,@kumandgo,"18,472",-2,"6,176",-1,0,"1,908",2,143,15,1,5,0,122,0,7.5%
10-14-2018,@kumandgo,"18,470",-2,"6,176",0,0,959,0,81,8,0,3,0,70,0,8.4%
10-15-2018,@kumandgo,"18,473",3,"6,174",-2,10,673,1,26,2,2,1,0,21,0,3.9%
10-16-2018,@kumandgo,"18,474",1,"6,173",-1,3,589,2,66,5,3,1,1,56,0,11.2%
10-17-2018,@kumandgo,"18,479",5,"6,174",1,5,726,1,50,2,0,0,1,47,0,6.9%
10-18-2018,@kumandgo,"18,485",6,"6,175",1,1,"1,309",0,24,3,1,0,0,20,0,1.8%
10-19-2018,@kumandgo,"18,490",5,"6,176",1,23,"1,932",2,71,10,6,0,0,55,0,3.7%
10-20-2018,@kumandgo,"18,490",0,"6,175",-1,0,"1,439",0,37,5,0,0,0,32,0,2.6%
10-21-2018,@kumandgo,"18,492",2,"6,176",1,0,"1,323",0,10,2,0,1,0,7,0,0.8%
10-22-2018,@kumandgo,"18,498",6,"6,173",-3,32,"2,410",0,67,12,11,2,0,42,0,2.8%
10-23-2018,@kumandgo,"18,507",9,"6,171",-2,22,"7,663","1,705",464,79,9,8,3,365,0,6.1%
10-24-2018,@kumandgo,"18,514",7,"6,170",-1,15,"9,063","2,768",533,71,3,1,6,452,0,5.9%
10-25-2018,@kumandgo,"18,515",1,"6,168",-2,18,"8,450","2,540",494,86,7,1,8,392,0,5.8%
10-26-2018,@kumandgo,"18,518",3,"6,167",-1,2,"5,624","1,817",281,42,2,1,1,235,0,5%
10-27-2018,@kumandgo,"18,518",0,"6,167",0,7,"2,883",459,115,17,3,1,2,92,0,4%
10-28-2018,@kumandgo,"18,519",1,"6,167",0,0,"2,199",242,60,9,0,2,1,48,0,2.7%
10-29-2018,@kumandgo,"18,525",6,"6,167",0,41,"1,457",0,84,21,16,1,0,46,0,5.8%
10-30-2018,@kumandgo,"18,529",4,"6,171",4,16,"1,830",7,86,15,7,1,0,63,0,4.7%
10-31-2018,@kumandgo,"18,535",6,"6,175",4,20,"1,950",7,73,17,9,3,0,44,0,3.7%
11-01-2018,@kumandgo,"18,538",3,"6,173",-2,11,379,0,36,10,0,0,0,26,0,9.5%
11-02-2018,@kumandgo,"18,543",5,"6,174",1,9,212,0,28,7,4,0,0,17,0,13.2%
11-03-2018,@kumandgo,"18,543",0,"6,173",-1,0,613,0,8,2,0,0,0,6,0,1.3%
11-04-2018,@kumandgo,"18,545",2,"6,174",1,0,49,0,5,0,0,0,0,5,0,10.2%
11-05-2018,@kumandgo,"18,548",3,"6,174",0,7,210,0,24,4,0,0,0,20,0,11.4%
11-06-2018,@kumandgo,"18,549",1,"6,176",2,5,166,0,15,4,1,0,0,10,0,9%
11-07-2018,@kumandgo,"18,548",-1,"6,177",1,0,87,0,6,2,1,0,0,3,0,6.9%
11-08-2018,@kumandgo,"18,548",0,"6,177",0,0,"1,235",0,8,1,0,0,0,7,0,0.6%
11-09-2018,@kumandgo,"18,417",-131,"6,173",-4,3,236,0,16,3,0,0,2,11,0,6.8%
11-10-2018,@kumandgo,"18,418",1,"6,171",-2,0,215,0,8,0,0,0,0,8,0,3.7%
11-11-2018,@kumandgo,"18,418",0,"6,171",0,0,105,0,0,0,0,0,0,0,0,0%
